filename,species,status
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/1.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/11.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/12.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/14.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/16.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/17.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/19.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/2.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/20.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/21.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/22.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/24.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/25.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/26.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/27.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/28.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/29.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/3.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/31.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/32.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/33.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/34.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/35.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/38.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/39.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/4.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/40.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/41.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/42.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/43.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/44.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/45.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/46.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/47.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/48.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/5.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/50.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/6.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/70.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/8.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/80.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/81.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/82.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/83.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/84.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/85.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/86.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/87.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/88.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/89.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/9.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/10.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/11.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/14.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/18.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/19.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/2.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/20.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/26.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/28.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/30.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/31.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/32.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/33.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/35.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/36.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/37.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/38.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/40.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/43.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/44.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/49.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/6.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/8.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/9.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_001.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_002.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_003.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_004.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_005.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_006.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_007.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_008.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_009.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_010.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_011.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_012.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_013.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_014.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_015.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_016.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_017.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_018.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_019.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_020.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_021.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_022.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_023.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_024.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_025.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_026.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/imagen_027.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/1.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/12.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/16.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/19.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/2.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/20.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/23.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/25.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/27.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/29.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/3.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/30.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/31.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/33.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/34.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/39.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/4.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/42.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/44.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/46.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/48.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/49.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/5.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/50.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_001.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_002.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_003.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_004.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_005.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_006.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_007.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_008.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_009.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_010.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_011.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_012.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_013.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_014.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_015.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_016.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_017.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_018.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_019.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_020.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_021.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_022.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_023.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_024.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_025.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_026.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/imagen_027.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/13.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/15.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/16.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/18.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/19.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/20.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/22.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/23.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/26.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/28.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/3.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/30.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/33.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/36.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/37.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/38.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/4.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/42.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/43.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/47.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/48.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/50.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/8.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_001.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_002.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_003.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_004.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_005.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_006.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_007.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_008.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_009.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_010.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_011.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_012.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_013.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_014.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_015.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_016.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_017.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_018.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_019.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_020.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_021.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_022.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_023.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_024.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_025.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_026.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_027.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_028.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/imagen_029.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/11.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/13.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/17.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/18.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/20.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/21.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/23.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/26.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/28.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/33.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/34.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/36.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/37.jpg,buho cornudo,0
